x,y,z
656186.25,6221950,396.669
656185.125,6221744.5,399.3
656186.5625,6221850.5,399.6
656187.6875,6221707,403.056
656185.4375,6222246.5,396.989
656185.0625,6222289,416.675
656187.3125,6221932,396.936
656185.8125,6222232,395.013
656186.6875,6221836.5,398.157
656186.9375,6221883.5,398.4
656186.6875,6221865.5,399.6
656187.3125,6222313,439.759
656190.125,6221671,402.729
656190,6221819,398.382
656187.25,6221916,396.935
656190.1875,6222275.5,405.293
656186.875,6222302.5,430.353
656190.125,6221760,398.937
656185.3125,6221692,402.996
656190.9375,6221731,400.626
656191,6221650,402.782
656196.5625,6221792,398.64
656193.125,6221775.5,398.557
656195.4375,6221965.5,396.145
656193.5,6221808,398.573
656201,6221906,396.935
656196,6222259.5,399.455
656196.3125,6221977,395.498
656196.6875,6221717,401.462
656196.625,6221845,399.6
656202.125,6221952,396.628
656199.5,6221858,399.6
656199.125,6222310.5,437.564
656199.5,6222291.5,424.152
656199.8125,6221642,402.797
656200.5625,6221746.5,398.594
656200,6222227,394.591
656200.1875,6222243.5,396.762
656201.8125,6221939.5,396.753
656200.4375,6221830.5,397.983
656200.25,6221687,403.216
656200.625,6221890,398.4
656202,6221873,398.4
656202.9375,6221703.5,401.669
656204.75,6221923,396.902
656204.1875,6221659,402.75
656210.4375,6221730.5,398.274
656208.125,6221765,398.422
656205.3125,6221817.5,398.068
656206.5,6222273.5,406.435
656205.9375,6221780.5,398.518
656210.125,6221850,399.6
656210.5,6221972,395.495
656209,6221803,398.376
656214.75,6221910.5,396.911
656210.75,6221631.5,402.483
656210.9375,6222308.5,437.91
656213.75,6222256,398.23
656212.375,6221959.5,396.206
656215.0625,6221711.5,398.877
656208.875,6221676.5,403.061
656210.1875,6222301,432.185
656213.875,6221693,401.328
656213.9375,6222221.5,394.324
656214.8125,6221946.5,396.497
656214.625,6222239.5,396.539
656214.6875,6221897,397.214
656215,6221865.5,398.266
656218,6221792,398.373
656215.3125,6221881,398.4
656215.5,6221934,396.665
656217.75,6221827,397.913
656218.5,6221748.5,399.051
656219.5625,6221623.5,402.745
656215.3125,6221649,402.393
656220.9375,6222270.5,404.554
656220,6221666,403.082
656223.875,6221840.5,399.6
656220.9375,6221813.5,398.252
656222.75,6222306.5,435.607
656218.5,6222287.5,421.233
656220.125,6221780,398.445
656225.5625,6221921.5,396.741
656223.625,6221723,398.833
656224.5625,6221967,395.557
656225.875,6221639.5,402.743
656224.8125,6221683,401.39
656225.375,6221859.5,398.285
656226.25,6221798,398.5
656226.9375,6222246,396
656224.3125,6222230.5,395.427
656226.6875,6221953.5,396.187
656227.625,6222215.5,394.056
656227.875,6221905,396.906
656227.75,6221734.5,398.156
656231,6221872.5,398.4
656228.6875,6221890,397.345
656228.3125,6221615.5,402.856
656227.125,6221698.5,398.206
656228.3125,6221764.5,398.431
656230.5,6221939,396.397
656231.25,6222259.5,399.296
656232.5,6221824,398.086
656236,6221749.5,398.746
